,pclass,survived,gender,age,sibsp,parch,fare,cabin,embarked,boat,body,home.dest
362,2,1,female,35.0,0,0,21.0,,S,14,,"Mamaroneck, NY"
363,2,0,male,,0,0,0.0,,S,,,Belfast
364,2,0,male,19.0,0,0,13.0,,S,,18.0,"St Ives, Cornwall / Calumet, MI"
365,2,0,female,44.0,1,0,26.0,,S,,,London
366,2,0,male,54.0,1,0,26.0,,S,,,London
367,2,0,male,52.0,0,0,13.5,,S,,130.0,"Bronx, NY"
368,2,0,male,37.0,1,0,26.0,,S,,17.0,"Cornwall / Spokane, WA"
369,2,0,female,29.0,1,0,26.0,,S,,,"Cornwall / Spokane, WA"
370,2,1,female,25.0,1,1,30.0,,S,12,,London
371,2,1,female,45.0,0,2,30.0,,S,12,,London
372,2,0,male,29.0,1,0,26.0,,S,,,"England / San Francisco, CA"
373,2,1,female,28.0,1,0,26.0,,S,14,,"England / San Francisco, CA"
374,2,0,male,29.0,0,0,10.5,,S,,,"Hartford, Huntingdonshire"
375,2,0,male,28.0,0,0,13.0,,S,,,"Helsinki, Finland Ashtabula, Ohio"
376,2,1,male,24.0,0,0,10.5,,S,9,,"London / Fort Byron, NY"
377,2,1,female,8.0,0,2,26.25,,S,14,,"Bishopstoke, Hants / Fayette Valley, ID"
378,2,0,male,31.0,1,1,26.25,,S,,,"Bishopstoke, Hants / Fayette Valley, ID"
379,2,1,female,31.0,1,1,26.25,,S,14,,"Bishopstoke, Hants / Fayette Valley, ID"
380,2,1,female,22.0,0,0,10.5,F33,S,14,,Pennsylvania
381,2,0,female,30.0,0,0,13.0,,S,,,"Provo, UT"
382,2,0,female,,0,0,21.0,,S,,,"Upper Burma, India Pittsburgh, PA"
383,2,0,male,21.0,0,0,11.5,,S,,,"Penzance, Cornwall / Akron, OH"
384,2,0,male,,0,0,0.0,,S,,,Belfast
385,2,1,male,8.0,1,1,36.75,,S,14,,"St Ives, Cornwall / Hancock, MI"
386,2,0,male,18.0,0,0,73.5,,S,,,"Lyndhurst, England"
387,2,1,female,48.0,0,2,36.75,,S,14,,"St Ives, Cornwall / Hancock, MI"
388,2,1,female,28.0,0,0,13.0,,S,13,,"London / Staten Island, NY"
389,2,0,male,32.0,0,0,13.0,,S,,,"Portugal / Sau Paulo, Brazil"
390,2,0,male,17.0,0,0,73.5,,S,,,
391,2,0,male,29.0,1,0,27.72,,C,,295.0,"Lucca, Italy / California"
392,2,1,female,24.0,1,0,27.72,,C,12,,"Lucca, Italy / California"
393,2,0,male,25.0,0,0,31.5,,S,,,"Guernsey / Elizabeth, NJ"
394,2,0,male,18.0,0,0,73.5,,S,,,"New Forest, England"
395,2,1,female,18.0,0,1,23.0,,S,,,Southampton
396,2,1,female,34.0,0,1,23.0,,S,,,Southampton
397,2,0,male,54.0,0,0,26.0,,S,,,"Holley, NY"
398,2,1,male,8.0,0,2,32.5,,S,10,,"Greenport, NY"
399,2,0,male,42.0,1,1,32.5,,S,,,"Greenport, NY"
400,2,1,female,34.0,1,1,32.5,,S,10,,"Greenport, NY"
401,2,1,female,27.0,1,0,13.86,,C,12,,"Barcelona, Spain / Havana, Cuba"
402,2,1,female,30.0,1,0,13.86,,C,12,,"Barcelona, Spain / Havana, Cuba"
403,2,0,male,23.0,0,0,13.0,,S,,,"England / Detroit, MI"
404,2,0,male,21.0,0,0,13.0,,S,,,"Goteborg, Sweden / Rockford, IL"
405,2,0,male,18.0,0,0,13.0,,S,,,"Oslo, Norway Bayonne, NJ"
406,2,0,male,40.0,1,0,26.0,,S,,286.0,"England / Philadelphia, PA"
407,2,1,female,29.0,1,0,26.0,,S,16,,
408,2,0,male,18.0,0,0,10.5,,S,,,"Cornwall / Houghton, MI"
409,2,0,male,36.0,0,0,13.0,,S,,236.0,"Rochester, NY"
410,2,0,male,,0,0,0.0,,S,,,Belfast
411,2,0,female,38.0,0,0,13.0,,S,,,"Janjgir, India / Pennsylvania"
412,2,0,male,35.0,0,0,26.0,,S,,322.0,"Liverpool / Montreal, PQ"
413,2,0,male,38.0,1,0,21.0,,S,,,"Cornwall / Clear Creek, CO"
414,2,0,male,34.0,1,0,21.0,,S,,,"Cornwall / Clear Creek, CO"
415,2,1,female,34.0,0,0,13.0,,S,12,,"Brooklyn, NY"
416,2,0,male,16.0,0,0,26.0,,S,,,"Liverpool / Montreal, PQ"
417,2,0,male,26.0,0,0,10.5,,S,,,"Guernsey / Elizabeth, NJ"
418,2,0,male,47.0,0,0,10.5,,S,,,Cornwall
419,2,0,male,21.0,1,0,11.5,,S,,,"Cornwall / Camden, NJ"
420,2,0,male,21.0,1,0,11.5,,S,,,"Cornwall / Camden, NJ"
421,2,0,male,24.0,0,0,13.5,,S,,297.0,"West Kensington, London"
422,2,0,male,24.0,0,0,13.0,,S,,155.0,"Clevedon, England"
423,2,0,male,34.0,0,0,13.0,,S,,,"Vancouver, BC"
424,2,0,male,30.0,0,0,13.0,,S,,305.0,
425,2,0,male,52.0,0,0,13.0,,S,,19.0,"Bronx, NY"
426,2,0,male,30.0,0,0,13.0,,S,,75.0,"Auburn, NY"
427,2,1,male,0.6667,1,1,14.5,,S,4,,"Detroit, MI"
428,2,1,female,24.0,0,2,14.5,,S,4,,"Detroit, MI"
429,2,0,male,44.0,0,0,13.0,,S,,35.0,"Seattle, WA / Toledo, OH"
430,2,1,female,6.0,0,1,33.0,,S,11,,"Denmark Hill, Surrey / Chicago"
431,2,0,male,28.0,0,1,33.0,,S,,,"Denmark Hill, Surrey / Chicago"
432,2,1,male,62.0,0,0,10.5,,S,15,,London
433,2,0,male,30.0,0,0,10.5,,S,,,"Walthamstow, England"
434,2,1,female,7.0,0,2,26.25,,S,14,,"Ilford, Essex / Winnipeg, MB"
435,2,0,male,43.0,1,1,26.25,,S,,,"Ilford, Essex / Winnipeg, MB"
436,2,1,female,45.0,1,1,26.25,,S,14,,"Ilford, Essex / Winnipeg, MB"
437,2,1,female,24.0,1,2,65.0,,S,9,,"Somerset / Bernardsville, NJ"
438,2,1,female,24.0,1,2,65.0,,S,9,,"Somerset / Bernardsville, NJ"
439,2,0,male,49.0,1,2,65.0,,S,,,"Somerset / Bernardsville, NJ"
440,2,1,female,48.0,1,2,65.0,,S,9,,"Somerset / Bernardsville, NJ"
441,2,1,female,55.0,0,0,16.0,,S,13,,"India / Rapid City, SD"
442,2,0,male,24.0,2,0,73.5,,S,,,"West Hampstead, London / Neepawa, MB"
443,2,0,male,32.0,2,0,73.5,,S,,256.0,"West Hampstead, London / Neepawa, MB"
444,2,0,male,21.0,2,0,73.5,,S,,,"West Hampstead, London / Neepawa, MB"
445,2,0,female,18.0,1,1,13.0,,S,,,"Kontiolahti, Finland / Detroit, MI"
446,2,1,female,20.0,2,1,23.0,,S,4,,"Cornwall / Akron, OH"
447,2,0,male,23.0,2,1,11.5,,S,,,"Cornwall / Akron, OH"
448,2,0,male,36.0,0,0,13.0,,S,,,"Devonport, England"
449,2,1,female,54.0,1,3,23.0,,S,4,,"Cornwall / Akron, OH"
450,2,0,male,50.0,0,0,13.0,,S,,149.0,Southampton
451,2,0,male,44.0,1,0,26.0,,S,,,"England / Sacramento, CA"
452,2,1,female,29.0,1,0,26.0,,S,10,,"England / Sacramento, CA"
453,2,0,male,21.0,0,0,73.5,,S,,,"New Forest, England"
454,2,1,male,42.0,0,0,13.0,,S,10,,"Tokyo, Japan"
455,2,0,male,63.0,1,0,26.0,,S,,,"Swindon, England"
456,2,0,female,60.0,1,0,26.0,,S,,,"Swindon, England"
457,2,0,male,33.0,0,0,12.28,,S,,,"Philadelphia, PA"
458,2,1,female,17.0,0,0,10.5,,S,,,Guernsey
459,2,0,male,42.0,1,0,27.0,,S,,,London
460,2,1,female,24.0,2,1,27.0,,S,12,,London
461,2,0,male,47.0,0,0,15.0,,S,,,"North Evington, England"
462,2,0,male,24.0,2,0,31.5,,S,,,"Guernsey / Elizabeth, NJ"
463,2,0,male,22.0,2,0,31.5,,S,,,"Guernsey / Elizabeth, NJ"
464,2,0,male,32.0,0,0,10.5,,S,,,"St Ives, Cornwall / Houghton, MI"
465,2,1,female,23.0,0,0,13.79,D,C,11,,"New York, NY"
466,2,0,male,34.0,1,0,26.0,,S,,283.0,"Moscow / Bronx, NY"
467,2,1,female,24.0,1,0,26.0,,S,12,,"Moscow / Bronx, NY"
468,2,0,female,22.0,0,0,21.0,,S,,,"India / Pittsburgh, PA"
469,2,1,female,,0,0,12.35,E101,Q,10,,"Harrisburg, PA"
470,2,0,male,35.0,0,0,12.35,,Q,,,
471,2,1,female,45.0,0,0,13.5,,S,9,,"London / New York, NY"
472,2,0,male,57.0,0,0,12.35,,Q,,,"Glasgow / Bangor, ME"
473,2,0,male,,0,0,0.0,,S,,,Belfast
474,2,0,male,31.0,0,0,10.5,,S,,165.0,"Sweden / Arlington, NJ"
475,2,0,female,26.0,1,1,26.0,,S,,,"Minneapolis, MN"
476,2,0,male,30.0,1,1,26.0,,S,,,"Minneapolis, MN"
477,2,0,male,,0,0,10.71,,Q,,,
478,2,1,female,1.0,1,2,41.58,,C,14,,Paris / Haiti
479,2,1,female,3.0,1,2,41.58,,C,14,,Paris / Haiti
480,2,0,male,25.0,1,2,41.58,,C,,,Paris / Haiti
481,2,1,female,22.0,1,2,41.58,,C,14,,Paris / Haiti
482,2,1,female,17.0,0,0,12.0,,C,12,,"Berne, Switzerland / Central City, IA"
483,2,1,female,,0,0,33.0,,S,11,,"London / Chicago, IL"
484,2,1,female,34.0,0,0,10.5,F33,S,14,,"Chicago, IL"
485,2,0,male,36.0,0,0,12.88,D,C,,,"Montreal, PQ"
486,2,0,male,24.0,0,0,10.5,,S,,108.0,
487,2,0,male,61.0,0,0,12.35,,Q,,,
488,2,0,male,50.0,1,0,26.0,,S,,121.0,"Weston-Super-Mare, Somerset"
489,2,1,female,42.0,1,0,26.0,,S,,,"Weston-Super-Mare, Somerset"
490,2,0,female,57.0,0,0,10.5,E77,S,,52.0,"Southampton / New York, NY"
491,2,0,male,,0,0,15.05,D,C,,,Paris
492,2,1,male,1.0,0,2,37.0,,C,10,,"Paris / Montreal, PQ"
493,2,0,male,31.0,1,1,37.0,,C,,,"Paris / Montreal, PQ"
494,2,1,female,24.0,1,1,37.0,,C,10,,"Paris / Montreal, PQ"
495,2,0,male,,0,0,15.58,,C,,,"New York, NY"
496,2,0,male,30.0,0,0,13.0,,S,,,"St Austall, Cornwall"
497,2,0,male,40.0,0,0,16.0,,S,,,"Weston-Super-Mare / Moose Jaw, SK"
498,2,0,male,32.0,0,0,13.5,,S,,209.0,"Sydney, Australia"
499,2,0,male,30.0,0,0,13.0,,S,,,"Sarnia, ON"
500,2,0,male,46.0,0,0,26.0,,S,,,"Rochester, NY"
501,2,1,female,13.0,0,1,19.5,,S,14,,"England / Bennington, VT"
502,2,1,female,41.0,0,1,19.5,,S,14,,"England / Bennington, VT"
503,2,1,male,19.0,0,0,10.5,,S,B,,"Chelsea, London"
504,2,0,male,39.0,0,0,13.0,,S,,,"Harrow-on-the-Hill, Middlesex"
505,2,0,male,48.0,0,0,13.0,,S,,271.0,"Copenhagen, Denmark"
506,2,0,male,70.0,0,0,10.5,,S,,,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
507,2,0,male,27.0,0,0,13.0,,S,,,"Worcester, MA"
508,2,0,male,54.0,0,0,14.0,,S,,,"Frankfort, KY"
509,2,0,male,39.0,0,0,26.0,,S,,,
510,2,0,male,16.0,0,0,10.5,,S,,,"Halesworth, England"
511,2,0,male,62.0,0,0,9.69,,Q,,,"Cambridge, MA"
512,2,0,male,32.5,1,0,30.07,,C,,43.0,"New York, NY"
513,2,1,female,14.0,1,0,30.07,,C,,,"New York, NY"
514,2,1,male,2.0,1,1,26.0,F2,S,D,,"Nice, France"
515,2,1,male,3.0,1,1,26.0,F2,S,D,,"Nice, France"
516,2,0,male,36.5,0,2,26.0,F2,S,,15.0,"Nice, France"
517,2,0,male,26.0,0,0,13.0,F2,S,,,"Boston, MA"
518,2,0,male,19.0,1,1,36.75,,S,,101.0,"Cornwall / Hancock, MI"
519,2,0,male,28.0,0,0,13.5,,S,,287.0,Glasgow
520,2,1,male,20.0,0,0,13.86,D38,C,7,,"Cologne, Germany"
521,2,1,female,29.0,0,0,10.5,F33,S,11,,"Folkstone, Kent / New York, NY"
522,2,0,male,39.0,0,0,13.0,,S,,,"Middleburg Heights, OH"
523,2,1,male,22.0,0,0,10.5,,S,13,,"Pondersend, England / New Durham, NJ"
524,2,1,male,,0,0,13.86,,C,9,,"Spain / Havana, Cuba"
525,2,0,male,23.0,0,0,10.5,,S,,,"Hamilton, ON"
526,2,1,male,29.0,0,0,13.86,,C,9,,"Spain / Havana, Cuba"
527,2,0,male,28.0,0,0,10.5,,S,,,"St Andrews, Guernsey"
528,2,0,male,,0,0,0.0,,S,,,Belfast
529,2,1,female,50.0,0,1,26.0,,S,12,,"Woodford County, KY"
530,2,0,male,19.0,0,0,10.5,,S,,,"Gunnislake, England / Butte, MT"
531,2,0,male,,0,0,15.05,,C,,,
532,2,0,male,41.0,0,0,13.0,,S,,,
533,2,1,female,21.0,0,1,21.0,,S,12,,"Ilfracombe, Devon"
534,2,1,female,19.0,0,0,26.0,,S,11,,"Worcester, England"
535,2,0,male,43.0,0,1,21.0,,S,,,"Ilfracombe, Devon"
536,2,1,female,32.0,0,0,13.0,,S,9,,Russia
537,2,0,male,34.0,0,0,13.0,,S,,,"Denmark / New York, NY"
538,2,1,male,30.0,0,0,12.74,,C,14,,"Milford, NH"
539,2,0,male,27.0,0,0,15.03,,C,,,Paris
540,2,1,female,2.0,1,1,26.0,,S,11,,"Plymouth, Devon / Detroit, MI"
541,2,1,female,8.0,1,1,26.0,,S,11,,"Plymouth, Devon / Detroit, MI"
542,2,1,female,33.0,0,2,26.0,,S,11,,"Plymouth, Devon / Detroit, MI"
543,2,0,male,36.0,0,0,10.5,,S,,,"Brighton, Sussex"
544,2,0,male,34.0,1,0,21.0,,S,12,,"Elizabeth, NJ"
545,2,1,female,30.0,3,0,21.0,,S,,,"Elizabeth, NJ"
546,2,1,female,28.0,0,0,13.0,,S,9,,Spain
547,2,0,male,23.0,0,0,15.05,,C,,,"Paris / Montreal, PQ"
548,2,1,male,0.8333,1,1,18.75,,S,4,,"Cornwall / Akron, OH"
549,2,1,male,3.0,1,1,18.75,,S,4,,"Cornwall / Akron, OH"
550,2,1,female,24.0,2,3,18.75,,S,4,,"Cornwall / Akron, OH"
551,2,1,female,50.0,0,0,10.5,,S,13,,"London, England / Marietta, Ohio and Milwaukee, WI"
552,2,0,male,19.0,0,0,10.5,,S,,,
553,2,1,female,21.0,0,0,10.5,,S,12,,"Guernsey / Wilmington, DE"
554,2,0,male,26.0,0,0,13.0,,S,,,"Newark, NJ"
555,2,0,male,25.0,0,0,13.0,,S,,,Liverpool
556,2,0,male,27.0,0,0,26.0,,S,,,"Hornsey, England"
557,2,1,female,25.0,0,1,26.0,,S,12,,"Deer Lodge, MT"
558,2,1,female,18.0,0,2,13.0,,S,16,,"Finland / Minneapolis, MN"
559,2,1,female,20.0,0,0,36.75,,S,11,,"Cornwall / Hancock, MI"
560,2,1,female,30.0,0,0,13.0,,S,10,,"Finland / Washington, DC"
561,2,0,male,59.0,0,0,13.5,,S,,,"Sault St Marie, ON"
562,2,1,female,30.0,0,0,12.35,,Q,13,,"Halifax, NS"
563,2,0,male,35.0,0,0,10.5,,S,,,Cornwall
564,2,1,female,40.0,0,0,13.0,,S,9,,
565,2,0,male,25.0,0,0,13.0,,S,,,"Cornwall / Houghton, MI"
566,2,0,male,41.0,0,0,15.05,,C,,,"New York, NY"
567,2,0,male,25.0,0,0,10.5,,S,,81.0,"Catford, Kent / Detroit, MI"
568,2,0,male,18.5,0,0,13.0,F,S,,294.0,
569,2,0,male,14.0,0,0,65.0,,S,,,"Somerset / Bernardsville, NJ"
570,2,1,female,50.0,0,0,10.5,,S,9,,"Indianapolis, IN"
571,2,0,male,23.0,0,0,13.0,,S,,,
572,2,1,female,28.0,0,0,12.65,,S,,,"Columbus, OH"
573,2,1,female,27.0,0,0,10.5,E101,S,16,,"Bath, England / Massachusetts"
574,2,0,male,29.0,1,0,21.0,,S,,,"Plymouth, England"
575,2,0,female,27.0,1,0,21.0,,S,,,"Plymouth, England"
576,2,0,male,40.0,0,0,13.0,,S,,,"Barre, Co Washington, VT"
577,2,1,female,31.0,0,0,21.0,,S,14,,"Mamaroneck, NY"
578,2,0,male,30.0,1,0,21.0,,S,,,"Bristol, England / New Britain, CT"
579,2,0,male,23.0,1,0,10.5,,S,,,
580,2,1,female,31.0,0,0,21.0,,S,10,,"Bristol, England / New Britain, CT"
581,2,0,male,,0,0,0.0,,S,,,Belfast
582,2,1,female,12.0,0,0,15.75,,S,9,,"Aberdeen / Portland, OR"
583,2,1,female,40.0,0,0,15.75,,S,9,,"Aberdeen / Portland, OR"
584,2,1,female,32.5,0,0,13.0,E101,S,12,,"England / Hartford, CT"
585,2,0,male,27.0,1,0,26.0,,S,,293.0,"Bromsgrove, England / Montreal, PQ"
586,2,1,female,29.0,1,0,26.0,,S,10,,"Bromsgrove, England / Montreal, PQ"
587,2,1,male,2.0,1,1,23.0,,S,14,,"Cornwall / Akron, OH"
588,2,1,female,4.0,1,1,23.0,,S,14,,"Cornwall / Akron, OH"
589,2,1,female,29.0,0,2,23.0,,S,14,,"Cornwall / Akron, OH"
590,2,1,female,0.9167,1,2,27.75,,S,10,,"Bournmouth, England"
591,2,1,female,5.0,1,2,27.75,,S,10,,"Bournmouth, England"
592,2,0,male,36.0,1,2,27.75,,S,,,"Bournmouth, England"
593,2,1,female,33.0,1,2,27.75,,S,10,,"Bournmouth, England"
594,2,0,male,66.0,0,0,10.5,,S,,,"Guernsey, England / Edgewood, RI"
595,2,0,male,,0,0,12.88,,S,,,
596,2,1,male,31.0,0,0,13.0,,S,9,,"London, England"
597,2,1,male,,0,0,13.0,,S,14,,"Harrow, England"
598,2,1,female,26.0,0,0,13.5,,S,9,,"Yoevil, England / Cottage Grove, OR"
599,2,0,female,24.0,0,0,13.0,,S,,,Paris
600,3,0,male,42.0,0,0,7.55,,S,,,
601,3,0,male,13.0,0,2,20.25,,S,,,"East Providence, RI"
602,3,0,male,16.0,1,1,20.25,,S,,190.0,"East Providence, RI"
603,3,1,female,35.0,1,1,20.25,,S,A,,"East Providence, RI"
604,3,1,female,16.0,0,0,7.65,,S,16,,"Norway Los Angeles, CA"
605,3,1,male,25.0,0,0,7.65,F G63,S,A,,"Perkins County, SD"
606,3,1,male,20.0,0,0,7.93,,S,15,,"Taalintehdas, Finland Hoboken, NJ"
607,3,1,female,18.0,0,0,7.23,,C,C,,"Greensburg, PA"
608,3,0,male,30.0,0,0,7.25,,S,,72.0,"Asarum, Sweden Brooklyn, NY"
609,3,0,male,26.0,0,0,8.05,,S,,103.0,"Bournemouth, England"
610,3,0,female,40.0,1,0,9.48,,S,,,"Sweden Akeley, MN"
611,3,1,male,0.8333,0,1,9.35,,S,11,,"London, England Norfolk, VA"
612,3,1,female,18.0,0,1,9.35,,S,13,,"London, England Norfolk, VA"
613,3,1,male,26.0,0,0,18.79,,C,15,,"Syria Fredericksburg, VA"
614,3,0,male,26.0,0,0,7.89,,S,,,"England Albion, NY"
615,3,0,male,20.0,0,0,7.93,,S,,,"Salo, Finland Astoria, OR"
616,3,0,male,24.0,0,0,7.05,,S,,,
617,3,0,male,25.0,0,0,7.05,,S,,79.0,Argentina
618,3,0,male,35.0,0,0,8.05,,S,,,"Lower Clapton, Middlesex or Erdington, Birmingham"
619,3,0,male,18.0,0,0,8.3,,S,,259.0,"Windsor, England New York, NY"
620,3,0,male,32.0,0,0,22.53,,S,,260.0,"Bergen, Norway"
621,3,1,female,19.0,1,0,7.85,,S,16,,
622,3,0,male,4.0,4,2,31.28,,S,,,"Sweden Winnipeg, MN"
623,3,0,female,6.0,4,2,31.28,,S,,,"Sweden Winnipeg, MN"
624,3,0,female,2.0,4,2,31.28,,S,,,"Sweden Winnipeg, MN"
625,3,1,female,17.0,4,2,7.93,,S,D,,"Ruotsinphyhtaa, Finland New York, NY"
626,3,0,female,38.0,4,2,7.78,,S,,,"Vadsbro, Sweden Ministee, MI"
627,3,0,female,9.0,4,2,31.28,,S,,,"Sweden Winnipeg, MN"
628,3,0,female,11.0,4,2,31.28,,S,,,"Sweden Winnipeg, MN"
629,3,0,male,39.0,1,5,31.28,,S,,,"Sweden Winnipeg, MN"
630,3,1,male,27.0,0,0,7.8,,S,A,,
631,3,0,male,26.0,0,0,7.78,,S,,,"Hartford, CT"
632,3,0,female,39.0,1,5,31.28,,S,,,"Sweden Winnipeg, MN"
633,3,0,male,20.0,0,0,7.85,,S,,,"Sweden Chicago, IL"
634,3,0,male,26.0,0,0,7.9,,S,,,"Bulgaria Chicago, IL"
635,3,0,male,25.0,1,0,17.8,,S,,,"Altdorf, Switzerland"
636,3,0,female,18.0,1,0,17.8,,S,,,"Altdorf, Switzerland"
637,3,0,male,24.0,0,0,7.78,,S,,,"Sweden Joliet, IL"
638,3,0,male,35.0,0,0,7.05,,S,,,
639,3,0,male,5.0,4,2,31.39,,S,,,"Sweden  Worcester, MA"
640,3,0,male,9.0,4,2,31.39,,S,,,"Sweden Worcester, MA"
641,3,1,male,3.0,4,2,31.39,,S,15,,"Sweden Worcester, MA"
642,3,0,male,13.0,4,2,31.39,,S,,,"Sweden Worcester, MA"
643,3,1,female,5.0,4,2,31.39,,S,15,,"Sweden Worcester, MA"
644,3,0,male,40.0,1,5,31.39,,S,,142.0,"Sweden  Worcester, MA"
645,3,1,male,23.0,0,0,7.8,,S,13,,"Oskarshamn, Sweden Minneapolis, MN"
646,3,1,female,38.0,1,5,31.39,,S,15,,"Sweden  Worcester, MA"
647,3,1,female,45.0,0,0,7.23,,C,C,,"Ottawa, ON"
648,3,0,male,21.0,0,0,7.23,,C,,,"Ottawa, ON"
649,3,0,male,23.0,0,0,7.05,,S,,,
650,3,0,female,17.0,0,0,14.46,,C,,,
651,3,0,male,30.0,0,0,7.23,,C,,,"Ottawa, ON"
652,3,0,male,23.0,0,0,7.85,,S,,,"Krakoryd, Sweden Bloomington, IL"
653,3,1,female,13.0,0,0,7.23,,C,C,,"Syria Youngstown, OH"
654,3,0,male,20.0,0,0,7.23,,C,,,
655,3,0,male,32.0,1,0,15.85,,S,D,,"Ruotsinphytaa, Finland New York, NY"
656,3,1,female,33.0,3,0,15.85,,S,,,"Ruotsinphytaa, Finland New York, NY"
657,3,1,female,0.75,2,1,19.26,,C,C,,"Syria New York, NY"
658,3,1,female,0.75,2,1,19.26,,C,C,,"Syria New York, NY"
659,3,1,female,5.0,2,1,19.26,,C,C,,"Syria New York, NY"
660,3,1,female,24.0,0,3,19.26,,C,C,,"Syria New York, NY"
661,3,1,female,18.0,0,0,8.05,,S,C,,"London Skanteales, NY"
662,3,0,male,40.0,0,0,7.23,,C,,,
663,3,0,male,26.0,0,0,7.9,,S,,,
664,3,1,male,20.0,0,0,7.23,,C,15,,
665,3,0,female,18.0,0,1,14.45,,C,,,"Syria Ottawa, ON"
666,3,0,female,45.0,0,1,14.45,,C,,,"Syria Ottawa, ON"
667,3,0,female,27.0,0,0,7.88,,Q,,,"New York, NY"
668,3,0,male,22.0,0,0,8.05,,S,,,"England New York, NY"
669,3,0,male,19.0,0,0,8.05,,S,,,England
670,3,0,male,26.0,0,0,7.78,,S,,,"Krakudden, Sweden Moune, IL"
671,3,0,male,22.0,0,0,9.35,,S,,,"Tranvik, Finland New York"
672,3,0,male,,0,0,7.23,,C,,,
673,3,0,male,20.0,0,0,4.01,,C,,,Syria
674,3,1,male,32.0,0,0,56.5,,S,C,,"Hong Kong New York, NY"
675,3,0,male,21.0,0,0,7.78,,S,,,"Brennes, Norway New York"
676,3,0,male,18.0,0,0,7.75,,S,,,"Stockholm, Sweden New York"
677,3,0,male,26.0,0,0,7.9,,S,,,"Bulgaria Chicago, IL"
678,3,0,male,6.0,1,1,15.25,,C,,,"Syria Kent, ON"
679,3,0,female,9.0,1,1,15.25,,C,,,"Syria Kent, ON"
680,3,0,male,,0,0,7.23,,C,,,Syria
681,3,0,female,,0,2,15.25,,C,,,"Syria Kent, ON"
682,3,0,female,,0,2,7.75,,Q,,,"Ireland Chicago, IL"
683,3,0,male,40.0,1,1,15.5,,Q,,,"Ireland Chicago, IL"
684,3,0,female,32.0,1,1,15.5,,Q,,,"Ireland Chicago, IL"
685,3,0,male,21.0,0,0,16.1,,S,,,"Treherbert, Cardiff, Wales"
686,3,1,female,22.0,0,0,7.73,,Q,13,,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY"
687,3,0,female,20.0,0,0,7.85,,S,,,"Medeltorp, Sweden Chicago, IL"
688,3,0,male,29.0,1,0,7.05,,S,,,"Bridgerule, Devon"
689,3,0,male,22.0,1,0,7.25,,S,,,"Bridgerule, Devon"
690,3,0,male,22.0,0,0,7.8,,S,,,"Sweden Worcester, MA"
691,3,0,male,35.0,0,0,8.05,,S,,,"Broomfield, Chelmsford, England"
692,3,0,female,18.5,0,0,7.28,,Q,,299.0,"Co Cork, Ireland Roxbury, MA"
693,3,1,male,21.0,0,0,7.82,,Q,13,,"Kingwilliamstown, Co Cork, Ireland New York, NY"
694,3,0,male,19.0,0,0,6.75,,Q,,,"Co Cork, Ireland Charlestown, MA"
695,3,0,female,18.0,0,0,7.88,,Q,,,"Co Sligo, Ireland New York, NY"
696,3,0,female,21.0,0,0,8.66,,S,,,
697,3,0,female,30.0,0,0,8.66,,S,,,
698,3,0,male,18.0,0,0,8.66,,S,,,
699,3,0,male,38.0,0,0,8.66,,S,,,Croatia
700,3,0,male,17.0,0,0,8.66,,S,,,
701,3,0,male,17.0,0,0,8.66,,S,,,
702,3,0,female,21.0,0,0,7.75,,Q,,,
703,3,0,male,21.0,0,0,7.75,,Q,,,"Ireland Philadelphia, PA"
704,3,0,male,21.0,0,0,8.05,,S,,,
705,3,0,male,,1,0,14.46,,C,,,"Ottawa, ON"
706,3,0,female,,1,0,14.46,,C,,,"Ottawa, ON"
707,3,0,male,28.0,0,0,7.8,,S,,,"Dagsas, Sweden Fower, MN"
708,3,0,male,24.0,0,0,7.85,,S,,,"Goteborg, Sweden Huntley, IL"
709,3,1,female,16.0,0,0,7.75,,Q,16,,"Co Longford, Ireland New York, NY"
710,3,0,female,37.0,0,0,7.75,,Q,,,"Co Sligo, Ireland Hartford, CT"
711,3,0,male,28.0,0,0,7.25,,S,,,"St Denys, Southampton, Hants"
712,3,0,male,24.0,0,0,8.05,,S,,,London
713,3,0,male,21.0,0,0,7.73,,Q,,,"Ireland New York, NY"
714,3,1,male,32.0,0,0,56.5,,S,C,,"Hong Kong New York, NY"
715,3,0,male,29.0,0,0,8.05,,S,,,
716,3,0,male,26.0,1,0,14.45,,C,,,Greece
717,3,0,male,18.0,1,0,14.45,,C,,,Greece
718,3,0,male,20.0,0,0,7.05,,S,,,Portugal
719,3,1,male,18.0,0,0,8.05,,S,12,,"London Brooklyn, NY"
720,3,0,male,24.0,0,0,7.25,,Q,,,"Co Limerick, Ireland Sherbrooke, PQ"
721,3,0,male,36.0,0,0,7.5,,S,,,"Bulgaria Chicago, IL"
722,3,0,male,24.0,0,0,7.5,,S,,,
723,3,0,male,31.0,0,0,7.73,,Q,,,"Philadelphia, PA"
724,3,0,male,31.0,0,0,7.75,,Q,,,"Ireland Brooklyn, NY"
725,3,1,female,22.0,0,0,7.75,,Q,13,,Ireland
726,3,0,female,30.0,0,0,7.63,,Q,,,Ireland
727,3,0,male,70.5,0,0,7.75,,Q,,171.0,
728,3,0,male,43.0,0,0,8.05,,S,,,
729,3,0,male,35.0,0,0,7.9,,S,,,Austria
730,3,0,male,27.0,0,0,7.9,,S,,,Austria
