,pclass,survived,gender,age,sibsp,parch,fare,embarked
623,3,D,female,6.0,4,2,31.28,S
624,3,D,female,2.0,4,2,31.28,S
625,3,A,female,17.0,4,2,7.93,S
626,3,D,female,38.0,4,2,7.78,S
627,3,D,female,9.0,4,2,31.28,S
628,3,D,female,11.0,4,2,31.28,S
629,3,D,male,39.0,1,5,31.28,S
630,3,A,male,27.0,0,0,7.8,S
631,3,D,male,26.0,0,0,7.78,S
632,3,D,female,39.0,1,5,31.28,S
633,3,D,male,20.0,0,0,7.85,S
634,3,D,male,26.0,0,0,7.9,S
635,3,D,male,25.0,1,0,17.8,S
636,3,D,female,18.0,1,0,17.8,S
637,3,D,male,24.0,0,0,7.78,S
638,3,D,male,35.0,0,0,7.05,S
639,3,D,male,5.0,4,2,31.39,S
640,3,D,male,9.0,4,2,31.39,S
641,3,A,male,3.0,4,2,31.39,S
642,3,D,male,13.0,4,2,31.39,S
643,3,A,female,5.0,4,2,31.39,S
644,3,D,male,40.0,1,5,31.39,S
645,3,A,male,23.0,0,0,7.8,S
646,3,A,female,38.0,1,5,31.39,S
647,3,A,female,45.0,0,0,7.23,C
648,3,D,male,21.0,0,0,7.23,C
649,3,D,male,23.0,0,0,7.05,S
650,3,D,female,17.0,0,0,14.46,C
651,3,D,male,30.0,0,0,7.23,C
652,3,D,male,23.0,0,0,7.85,S
653,3,A,female,13.0,0,0,7.23,C
654,3,D,male,20.0,0,0,7.23,C
655,3,D,male,32.0,1,0,15.85,S
656,3,A,female,33.0,3,0,15.85,S
657,3,A,female,0.75,2,1,19.26,C
658,3,A,female,0.75,2,1,19.26,C
659,3,A,female,5.0,2,1,19.26,C
660,3,A,female,24.0,0,3,19.26,C
661,3,A,female,18.0,0,0,8.05,S
662,3,D,male,40.0,0,0,7.23,C
663,3,D,male,26.0,0,0,7.9,S
664,3,A,male,20.0,0,0,7.23,C
665,3,D,female,18.0,0,1,14.45,C
666,3,D,female,45.0,0,1,14.45,C
667,3,D,female,27.0,0,0,7.88,Q
668,3,D,male,22.0,0,0,8.05,S
669,3,D,male,19.0,0,0,8.05,S
670,3,D,male,26.0,0,0,7.78,S
671,3,D,male,22.0,0,0,9.35,S
672,3,D,male,29.8811345124283,0,0,7.23,C
673,3,D,male,20.0,0,0,4.01,C
674,3,A,male,32.0,0,0,56.5,S
675,3,D,male,21.0,0,0,7.78,S
676,3,D,male,18.0,0,0,7.75,S
677,3,D,male,26.0,0,0,7.9,S
678,3,D,male,6.0,1,1,15.25,C
679,3,D,female,9.0,1,1,15.25,C
680,3,D,male,29.8811345124283,0,0,7.23,C
681,3,D,female,29.8811345124283,0,2,15.25,C
682,3,D,female,29.8811345124283,0,2,7.75,Q
683,3,D,male,40.0,1,1,15.5,Q
684,3,D,female,32.0,1,1,15.5,Q
685,3,D,male,21.0,0,0,16.1,S
686,3,A,female,22.0,0,0,7.73,Q
687,3,D,female,20.0,0,0,7.85,S
688,3,D,male,29.0,1,0,7.05,S
689,3,D,male,22.0,1,0,7.25,S
690,3,D,male,22.0,0,0,7.8,S
691,3,D,male,35.0,0,0,8.05,S
692,3,D,female,18.5,0,0,7.28,Q
693,3,A,male,21.0,0,0,7.82,Q
694,3,D,male,19.0,0,0,6.75,Q
695,3,D,female,18.0,0,0,7.88,Q
696,3,D,female,21.0,0,0,8.66,S
697,3,D,female,30.0,0,0,8.66,S
698,3,D,male,18.0,0,0,8.66,S
699,3,D,male,38.0,0,0,8.66,S
700,3,D,male,17.0,0,0,8.66,S
701,3,D,male,17.0,0,0,8.66,S
702,3,D,female,21.0,0,0,7.75,Q
703,3,D,male,21.0,0,0,7.75,Q
704,3,D,male,21.0,0,0,8.05,S
705,3,D,male,29.8811345124283,1,0,14.46,C
706,3,D,female,29.8811345124283,1,0,14.46,C
707,3,D,male,28.0,0,0,7.8,S
708,3,D,male,24.0,0,0,7.85,S
709,3,A,female,16.0,0,0,7.75,Q
710,3,D,female,37.0,0,0,7.75,Q
711,3,D,male,28.0,0,0,7.25,S
712,3,D,male,24.0,0,0,8.05,S
713,3,D,male,21.0,0,0,7.73,Q
714,3,A,male,32.0,0,0,56.5,S
715,3,D,male,29.0,0,0,8.05,S
716,3,D,male,26.0,1,0,14.45,C
717,3,D,male,18.0,1,0,14.45,C
718,3,D,male,20.0,0,0,7.05,S
719,3,A,male,18.0,0,0,8.05,S
720,3,D,male,24.0,0,0,7.25,Q
721,3,D,male,36.0,0,0,7.5,S
722,3,D,male,24.0,0,0,7.5,S
723,3,D,male,31.0,0,0,7.73,Q
724,3,D,male,31.0,0,0,7.75,Q
725,3,A,female,22.0,0,0,7.75,Q
726,3,D,female,30.0,0,0,7.63,Q
727,3,D,male,70.5,0,0,7.75,Q
728,3,D,male,43.0,0,0,8.05,S
729,3,D,male,35.0,0,0,7.9,S
730,3,D,male,27.0,0,0,7.9,S
731,3,D,male,19.0,0,0,7.9,S
732,3,D,male,30.0,0,0,8.05,S
733,3,A,male,9.0,1,1,15.9,S
734,3,A,male,3.0,1,1,15.9,S
735,3,A,female,36.0,0,2,15.9,S
736,3,D,male,59.0,0,0,7.25,S
737,3,D,male,19.0,0,0,8.16,S
738,3,A,female,17.0,0,1,16.1,S
739,3,D,male,44.0,0,1,16.1,S
740,3,D,male,17.0,0,0,8.66,S
741,3,D,male,22.5,0,0,7.23,C
742,3,A,male,45.0,0,0,8.05,S
743,3,D,female,22.0,0,0,10.52,S
744,3,D,male,19.0,0,0,10.17,S
745,3,A,female,30.0,0,0,6.95,Q
746,3,A,male,29.0,0,0,7.75,Q
747,3,D,male,0.3333,0,2,14.4,S
748,3,D,male,34.0,1,1,14.4,S
749,3,D,female,28.0,1,1,14.4,S
750,3,D,male,27.0,0,0,7.9,S
751,3,D,male,25.0,0,0,7.9,S
752,3,D,male,24.0,2,0,24.15,S
753,3,D,male,22.0,0,0,8.05,S
754,3,D,male,21.0,2,0,24.15,S
755,3,D,male,17.0,2,0,8.05,S
756,3,D,male,29.8811345124283,1,0,16.1,S
757,3,A,female,29.8811345124283,1,0,16.1,S
758,3,A,male,36.5,1,0,17.4,S
759,3,A,female,36.0,1,0,17.4,S
760,3,A,male,30.0,0,0,9.5,S
761,3,D,male,16.0,0,0,9.5,S
762,3,A,male,1.0,1,2,20.58,S
763,3,A,female,0.1667,1,2,20.58,S
764,3,D,male,26.0,1,2,20.58,S
765,3,A,female,33.0,1,2,20.58,S
766,3,D,male,25.0,0,0,7.9,S
767,3,D,male,29.8811345124283,0,0,7.9,S
768,3,D,male,29.8811345124283,0,0,7.9,S
769,3,D,male,22.0,0,0,7.25,S
770,3,D,male,36.0,0,0,7.25,S
771,3,A,female,19.0,0,0,7.88,Q
772,3,D,male,17.0,0,0,7.9,S
773,3,D,male,42.0,0,0,8.66,S
774,3,D,male,43.0,0,0,7.9,S
775,3,D,male,29.8811345124283,0,0,7.23,C
776,3,D,male,32.0,0,0,7.75,Q
777,3,A,male,19.0,0,0,8.05,S
778,3,A,female,30.0,0,0,12.48,S
779,3,D,female,24.0,0,0,7.75,Q
780,3,A,female,23.0,0,0,8.05,S
781,3,D,male,33.0,0,0,7.9,C
782,3,D,male,65.0,0,0,7.75,Q
783,3,A,male,24.0,0,0,7.55,S
784,3,D,male,23.0,1,0,13.9,S
785,3,A,female,22.0,1,0,13.9,S
786,3,D,male,18.0,0,0,7.78,S
787,3,D,male,16.0,0,0,7.78,S
788,3,D,male,45.0,0,0,6.98,S
789,3,D,male,29.8811345124283,0,0,7.23,C
790,3,D,male,39.0,0,2,7.23,C
791,3,D,male,17.0,1,1,7.23,C
792,3,D,male,15.0,1,1,7.23,C
793,3,D,male,47.0,0,0,7.25,S
794,3,A,female,5.0,0,0,12.48,S
795,3,D,male,29.8811345124283,0,0,7.23,C
796,3,D,male,40.5,0,0,15.1,S
797,3,D,male,40.5,0,0,7.75,Q
798,3,A,male,29.8811345124283,0,0,7.05,S
799,3,D,male,18.0,0,0,7.8,S
800,3,D,female,29.8811345124283,0,0,7.75,Q
801,3,D,male,29.8811345124283,0,0,7.75,Q
802,3,D,male,29.8811345124283,0,0,6.95,Q
803,3,D,male,26.0,0,0,7.88,Q
804,3,D,male,29.8811345124283,0,0,7.75,Q
805,3,A,male,29.8811345124283,0,0,56.5,S
806,3,D,female,21.0,2,2,34.38,S
807,3,D,female,9.0,2,2,34.38,S
808,3,D,male,29.8811345124283,0,0,8.05,S
809,3,D,male,18.0,2,2,34.38,S
810,3,D,male,16.0,1,3,34.38,S
811,3,D,female,48.0,1,3,34.38,S
812,3,D,male,29.8811345124283,0,0,7.75,Q
813,3,D,male,29.8811345124283,0,0,7.25,S
814,3,D,male,25.0,0,0,7.74,Q
815,3,D,male,29.8811345124283,0,0,14.5,S
816,3,D,male,29.8811345124283,0,0,7.9,C
817,3,D,male,22.0,0,0,8.05,S
818,3,A,female,16.0,0,0,7.73,Q
819,3,A,female,29.8811345124283,0,0,7.75,Q
820,3,A,male,9.0,0,2,20.53,S
821,3,D,male,33.0,1,1,20.53,S
822,3,D,male,41.0,0,0,7.85,S
823,3,A,female,31.0,1,1,20.53,S
824,3,D,male,38.0,0,0,7.05,S
825,3,D,male,9.0,5,2,46.9,S
826,3,D,male,1.0,5,2,46.9,S
827,3,D,male,11.0,5,2,46.9,S
828,3,D,female,10.0,5,2,46.9,S
829,3,D,female,16.0,5,2,46.9,S
830,3,D,male,14.0,5,2,46.9,S
831,3,D,male,40.0,1,6,46.9,S
832,3,D,female,43.0,1,6,46.9,S
833,3,D,male,51.0,0,0,8.05,S
834,3,D,male,32.0,0,0,8.36,S
835,3,D,male,29.8811345124283,0,0,8.05,S
836,3,D,male,20.0,0,0,9.85,S
837,3,D,male,37.0,2,0,7.93,S
838,3,D,male,28.0,2,0,7.93,S
839,3,D,male,19.0,0,0,7.78,S
840,3,D,female,24.0,0,0,8.85,S
841,3,D,female,17.0,0,0,7.73,Q
842,3,D,male,29.8811345124283,1,0,19.97,S
843,3,D,male,29.8811345124283,1,0,19.97,S
844,3,D,male,28.0,1,0,15.85,S
845,3,A,female,24.0,1,0,15.85,S
846,3,D,male,20.0,0,0,9.5,S
847,3,D,male,23.5,0,0,7.23,C
848,3,D,male,41.0,2,0,14.11,S
849,3,D,male,26.0,1,0,7.85,S
850,3,D,male,21.0,0,0,7.85,S
851,3,A,female,45.0,1,0,14.11,S
852,3,D,female,29.8811345124283,0,0,7.55,S
853,3,D,male,25.0,0,0,7.25,S
854,3,D,male,29.8811345124283,0,0,6.86,Q
855,3,D,male,11.0,0,0,18.79,C
856,3,A,female,29.8811345124283,0,0,7.75,Q
857,3,A,male,27.0,0,0,6.98,S
858,3,A,male,29.8811345124283,0,0,56.5,S
859,3,D,female,18.0,0,0,6.75,Q
860,3,A,female,26.0,0,0,7.93,S
861,3,D,female,23.0,0,0,7.93,S
862,3,A,female,22.0,0,0,8.96,S
863,3,D,male,28.0,0,0,7.9,S
864,3,D,female,28.0,0,0,7.78,S
865,3,D,female,29.8811345124283,0,0,7.75,Q
866,3,A,female,2.0,0,1,12.29,S
867,3,A,female,22.0,1,1,12.29,S
868,3,D,male,43.0,0,0,6.45,S
869,3,D,male,28.0,0,0,22.53,S
870,3,A,female,27.0,0,0,7.93,S
871,3,D,male,29.8811345124283,0,0,7.75,Q
872,3,A,female,29.8811345124283,0,0,8.05,S
873,3,D,male,42.0,0,0,7.65,S
874,3,A,male,29.8811345124283,0,0,7.89,S
875,3,D,male,30.0,0,0,7.23,C
876,3,D,male,29.8811345124283,0,0,7.9,S
877,3,D,female,27.0,1,0,7.93,S
878,3,D,female,25.0,1,0,7.93,S
879,3,D,male,29.8811345124283,0,0,7.9,S
880,3,A,male,29.0,0,0,7.9,C
881,3,A,male,21.0,0,0,7.8,S
882,3,D,male,29.8811345124283,0,0,7.05,S
883,3,D,male,20.0,0,0,7.85,S
884,3,D,male,48.0,0,0,7.85,S
885,3,D,male,17.0,1,0,7.05,S
886,3,A,female,29.8811345124283,0,0,7.75,Q
887,3,A,male,29.8811345124283,0,0,8.11,S
888,3,D,male,34.0,0,0,6.5,S
889,3,A,male,26.0,0,0,7.78,S
890,3,D,male,22.0,0,0,7.8,S
891,3,D,male,33.0,0,0,8.65,S
892,3,D,male,31.0,0,0,7.78,S
893,3,D,male,29.0,0,0,7.85,S
894,3,A,male,4.0,1,1,11.13,S
895,3,A,female,1.0,1,1,11.13,S
896,3,D,male,49.0,0,0,0.0,S
897,3,D,male,33.0,0,0,7.78,S
898,3,D,male,19.0,0,0,0.0,S
899,3,A,female,27.0,0,2,11.13,S
900,3,D,male,29.8811345124283,1,2,23.45,S
901,3,D,female,29.8811345124283,1,2,23.45,S
902,3,D,male,29.8811345124283,1,2,23.45,S
903,3,D,female,29.8811345124283,1,2,23.45,S
904,3,D,male,23.0,0,0,7.9,S
905,3,A,male,32.0,0,0,7.85,S
906,3,D,male,27.0,0,0,7.85,S
907,3,D,female,20.0,1,0,9.83,S
908,3,D,female,21.0,1,0,9.83,S
909,3,A,male,32.0,0,0,7.93,S
910,3,D,male,17.0,0,0,7.13,S
911,3,D,male,21.0,0,0,8.43,S
912,3,D,male,30.0,0,0,7.9,S
913,3,A,male,21.0,0,0,7.8,S
914,3,D,male,33.0,0,0,7.85,S
915,3,D,male,22.0,0,0,7.52,S
916,3,A,female,4.0,0,1,13.42,C
917,3,A,male,39.0,0,1,13.42,C
918,3,D,male,29.8811345124283,0,0,7.23,C
919,3,D,male,18.5,0,0,7.23,C
920,3,D,male,29.8811345124283,0,0,7.75,Q
921,3,D,male,29.8811345124283,0,0,7.25,S
922,3,A,female,29.8811345124283,0,0,7.75,Q
923,3,A,female,29.8811345124283,0,0,7.75,Q
924,3,D,male,34.5,0,0,7.83,Q
925,3,D,male,44.0,0,0,8.05,S
926,3,A,male,29.8811345124283,0,0,7.75,Q
927,3,D,male,29.8811345124283,1,0,14.45,C
928,3,D,female,29.8811345124283,1,0,14.45,C
929,3,D,male,29.8811345124283,1,0,7.75,Q
930,3,D,male,29.8811345124283,1,0,7.75,Q
931,3,D,male,29.8811345124283,0,0,7.74,Q
932,3,D,female,22.0,2,0,8.66,S
933,3,D,male,26.0,2,0,8.66,S
934,3,A,female,4.0,0,2,22.03,S
935,3,A,male,29.0,3,1,22.03,S
936,3,A,female,26.0,1,1,22.03,S
937,3,D,female,1.0,1,1,12.18,S
938,3,D,male,18.0,1,1,7.85,S
939,3,D,female,36.0,0,2,12.18,S
940,3,D,male,29.8811345124283,0,0,7.9,C
941,3,A,male,25.0,0,0,7.23,C
942,3,D,male,29.8811345124283,0,0,7.23,C
943,3,D,female,37.0,0,0,9.59,S
944,3,D,male,29.8811345124283,0,0,7.9,S
945,3,A,male,29.8811345124283,0,0,56.5,S
946,3,D,male,29.8811345124283,0,0,56.5,S
947,3,A,female,22.0,0,0,7.25,S
948,3,D,male,29.8811345124283,0,0,7.75,Q
949,3,A,male,26.0,0,0,56.5,S
950,3,D,male,29.0,0,0,9.48,S
951,3,D,male,29.0,0,0,7.78,S
952,3,D,male,22.0,0,0,7.78,S
953,3,A,male,22.0,0,0,7.23,C
954,3,D,male,29.8811345124283,3,1,25.47,S
955,3,D,female,29.8811345124283,3,1,25.47,S
956,3,D,female,29.8811345124283,3,1,25.47,S
957,3,D,female,29.8811345124283,3,1,25.47,S
958,3,D,female,29.8811345124283,0,4,25.47,S
959,3,D,male,32.0,0,0,7.93,S
960,3,D,male,34.5,0,0,6.44,C
961,3,D,female,29.8811345124283,1,0,15.5,Q
962,3,D,male,29.8811345124283,1,0,15.5,Q
963,3,D,male,36.0,0,0,0.0,S
964,3,D,male,39.0,0,0,24.15,S
965,3,D,male,24.0,0,0,9.5,S
966,3,D,female,25.0,0,0,7.78,S
967,3,D,female,45.0,0,0,7.75,S
968,3,D,male,36.0,1,0,15.55,S
969,3,D,female,30.0,1,0,15.55,S
970,3,A,male,20.0,1,0,7.93,S
971,3,D,male,29.8811345124283,0,0,7.88,Q
972,3,D,male,28.0,0,0,56.5,S
973,3,D,male,29.8811345124283,0,0,7.55,S
974,3,D,male,30.0,1,0,16.1,S
975,3,D,female,26.0,1,0,16.1,S
976,3,D,male,29.8811345124283,0,0,7.88,S
977,3,D,male,20.5,0,0,7.25,S
978,3,A,male,27.0,0,0,8.66,S
979,3,D,male,51.0,0,0,7.05,S
980,3,A,female,23.0,0,0,7.85,S
981,3,A,male,32.0,0,0,7.58,S
982,3,D,male,29.8811345124283,0,0,7.9,S
983,3,D,male,29.8811345124283,0,0,7.55,S
984,3,A,female,29.8811345124283,0,0,7.75,Q
985,3,A,male,24.0,0,0,7.14,S
986,3,D,male,22.0,0,0,7.13,S
987,3,D,female,29.8811345124283,0,0,7.88,Q
988,3,D,male,29.8811345124283,0,0,7.75,Q
989,3,D,male,29.8811345124283,0,0,8.05,S
990,3,D,male,29.0,0,0,7.93,S
991,3,A,male,29.8811345124283,0,0,7.23,C
992,3,D,female,30.5,0,0,7.75,Q
993,3,A,female,29.8811345124283,0,0,7.74,Q
994,3,D,male,29.8811345124283,0,0,7.23,C
995,3,D,male,35.0,0,0,7.9,C
996,3,D,male,33.0,0,0,7.9,S
997,3,A,female,29.8811345124283,0,0,7.23,C
998,3,D,male,29.8811345124283,0,0,7.9,C
999,3,A,female,29.8811345124283,0,0,7.75,Q
1000,3,A,male,29.8811345124283,0,0,7.75,Q
1001,3,A,female,29.8811345124283,2,0,23.25,Q
1002,3,A,female,29.8811345124283,2,0,23.25,Q
1003,3,A,male,29.8811345124283,2,0,23.25,Q
1004,3,A,female,29.8811345124283,0,0,7.79,Q
1005,3,D,male,29.8811345124283,0,0,15.5,Q
1006,3,A,female,29.8811345124283,0,0,7.88,Q
1007,3,A,female,15.0,0,0,8.03,Q
1008,3,D,female,35.0,0,0,7.75,Q
1009,3,D,male,29.8811345124283,0,0,7.75,Q
1010,3,D,male,24.0,1,0,16.1,S
1011,3,D,female,19.0,1,0,16.1,S
1012,3,D,female,29.8811345124283,0,0,7.75,Q
1013,3,D,female,29.8811345124283,0,0,8.05,S
1014,3,D,female,29.8811345124283,0,0,8.05,S
1015,3,D,male,55.5,0,0,8.05,S
1016,3,D,male,29.8811345124283,0,0,7.75,Q
1017,3,A,male,21.0,0,0,7.78,S
1018,3,D,male,29.8811345124283,0,0,8.05,S
1019,3,D,male,24.0,0,0,7.9,S
1020,3,D,male,21.0,0,0,7.9,S
1021,3,D,male,28.0,0,0,7.9,S
1022,3,D,male,29.8811345124283,0,0,7.9,S
1023,3,A,female,29.8811345124283,0,0,7.88,Q
1024,3,D,male,25.0,0,0,7.65,S
1025,3,A,male,6.0,0,1,12.48,S
1026,3,A,female,27.0,0,1,12.48,S
1027,3,D,male,29.8811345124283,0,0,8.05,S
1028,3,A,female,29.8811345124283,1,0,24.15,Q
1029,3,D,male,29.8811345124283,1,0,24.15,Q
1030,3,D,male,29.8811345124283,0,0,8.46,Q
1031,3,D,male,34.0,0,0,8.05,S
1032,3,D,male,29.8811345124283,0,0,7.75,Q
1033,3,A,male,29.8811345124283,0,0,7.78,S
1034,3,A,male,29.8811345124283,1,1,15.25,C
1035,3,A,male,29.8811345124283,1,1,15.25,C
1036,3,A,female,29.8811345124283,0,2,15.25,C
1037,3,A,female,29.8811345124283,0,0,7.23,C
1038,3,D,male,29.8811345124283,0,0,8.05,S
1039,3,A,female,29.8811345124283,0,0,7.73,Q
1040,3,A,female,24.0,0,0,7.75,Q
1041,3,D,male,29.8811345124283,0,0,8.05,S
1042,3,A,female,29.8811345124283,1,0,15.5,Q
1043,3,A,female,29.8811345124283,1,0,15.5,Q
1044,3,A,female,29.8811345124283,0,0,15.5,Q
1045,3,D,male,18.0,0,0,7.75,S
1046,3,D,male,22.0,0,0,7.9,S
1047,3,A,female,15.0,0,0,7.23,C
1048,3,A,female,1.0,0,2,15.74,C
1049,3,A,male,20.0,1,1,15.74,C
1050,3,A,female,19.0,1,1,15.74,C
1051,3,D,male,33.0,0,0,8.05,S
1052,3,D,male,29.8811345124283,0,0,7.9,S
1053,3,D,male,29.8811345124283,0,0,7.23,C
1054,3,D,female,29.8811345124283,0,0,7.75,Q
1055,3,D,male,29.8811345124283,0,0,7.9,S
1056,3,A,male,12.0,1,0,11.24,C
1057,3,A,female,14.0,1,0,11.24,C
1058,3,D,female,29.0,0,0,7.93,S
1059,3,D,male,28.0,0,0,8.05,S
1060,3,A,female,18.0,0,0,7.78,S
1061,3,A,female,26.0,0,0,7.85,S
1062,3,D,male,21.0,0,0,7.85,S
1063,3,D,male,41.0,0,0,7.13,S
1064,3,A,male,39.0,0,0,7.93,S
1065,3,D,male,21.0,0,0,7.8,S
1066,3,D,male,28.5,0,0,7.23,C
1067,3,A,female,22.0,0,0,7.75,S
1068,3,D,male,61.0,0,0,6.24,S
1069,3,D,male,29.8811345124283,1,0,15.5,Q
1070,3,D,male,29.8811345124283,0,0,7.83,Q
1071,3,A,female,29.8811345124283,1,0,15.5,Q
1072,3,D,male,29.8811345124283,0,0,7.73,Q
1073,3,D,male,29.8811345124283,0,0,7.75,Q
1074,3,D,male,29.8811345124283,0,0,7.75,Q
1075,3,D,male,23.0,0,0,9.23,S
1076,3,D,female,29.8811345124283,0,0,7.75,Q
1077,3,A,female,29.8811345124283,0,0,7.75,Q
1078,3,A,female,29.8811345124283,0,0,7.88,Q
1079,3,A,female,22.0,0,0,7.78,S
1080,3,A,male,29.8811345124283,0,0,7.75,Q
1081,3,A,female,29.8811345124283,0,0,7.83,Q
1082,3,A,male,9.0,0,1,3.17,S
1083,3,D,male,28.0,0,0,22.53,S
1084,3,D,male,42.0,0,1,8.4,S
1085,3,D,male,29.8811345124283,0,0,7.31,S
1086,3,D,female,31.0,0,0,7.85,S
1087,3,D,male,28.0,0,0,7.85,S
1088,3,A,male,32.0,0,0,7.78,S
1089,3,D,male,20.0,0,0,9.23,S
1090,3,D,female,23.0,0,0,8.66,S
1091,3,D,female,20.0,0,0,8.66,S
1092,3,D,male,20.0,0,0,8.66,S
1093,3,D,male,16.0,0,0,9.22,S
1094,3,A,female,31.0,0,0,8.68,S
1095,3,D,female,29.8811345124283,0,0,7.63,Q
1096,3,D,male,2.0,3,1,21.08,S
1097,3,D,male,6.0,3,1,21.08,S
1098,3,D,female,3.0,3,1,21.08,S
1099,3,D,female,8.0,3,1,21.08,S
1100,3,D,female,29.0,0,4,21.08,S
1101,3,D,male,1.0,4,1,39.69,S
1102,3,D,male,7.0,4,1,39.69,S
1103,3,D,male,2.0,4,1,39.69,S
1104,3,D,male,16.0,4,1,39.69,S
1105,3,D,male,14.0,4,1,39.69,S
1106,3,D,female,41.0,0,5,39.69,S
1107,3,D,male,21.0,0,0,8.66,S
1108,3,D,male,19.0,0,0,14.5,S
1109,3,D,male,29.8811345124283,0,0,8.71,C
1110,3,D,male,32.0,0,0,7.9,S
1111,3,D,male,0.75,1,1,13.78,S
1112,3,D,female,3.0,1,1,13.78,S
1113,3,D,female,26.0,0,2,13.78,S
1114,3,D,male,29.8811345124283,0,0,7.0,S
1115,3,D,male,29.8811345124283,0,0,7.78,S
1116,3,D,male,29.8811345124283,0,0,8.05,S
1117,3,D,male,21.0,0,0,7.93,S
1118,3,D,male,25.0,0,0,7.93,S
1119,3,D,male,22.0,0,0,7.25,S
1120,3,A,male,25.0,1,0,7.78,S
1121,3,A,male,29.8811345124283,1,1,22.36,C
1122,3,A,female,29.8811345124283,1,1,22.36,C
1123,3,A,female,29.8811345124283,0,2,22.36,C
1124,3,D,female,29.8811345124283,0,0,8.14,Q
1125,3,D,male,24.0,0,0,8.05,S
1126,3,D,female,28.0,0,0,7.9,S
1127,3,D,male,19.0,0,0,7.9,S
1128,3,D,male,29.8811345124283,0,0,7.9,S
1129,3,D,male,25.0,1,0,7.78,S
1130,3,D,female,18.0,0,0,7.78,S
1131,3,A,male,32.0,0,0,8.05,S
1132,3,D,male,29.8811345124283,0,0,7.9,S
1133,3,D,male,17.0,0,0,8.66,S
1134,3,D,male,24.0,0,0,8.66,S
1135,3,D,male,29.8811345124283,0,0,7.9,S
1136,3,D,female,29.8811345124283,0,0,8.11,S
1137,3,D,male,29.8811345124283,0,0,7.23,C
1138,3,D,male,29.8811345124283,0,0,7.25,S
1139,3,D,male,38.0,0,0,7.9,S
1140,3,D,male,21.0,0,0,8.05,S
1141,3,D,male,10.0,4,1,29.13,Q
1142,3,D,male,4.0,4,1,29.13,Q
1143,3,D,male,7.0,4,1,29.13,Q
1144,3,D,male,2.0,4,1,29.13,Q
1145,3,D,male,8.0,4,1,29.13,Q
1146,3,D,female,39.0,0,5,29.13,Q
1147,3,D,female,22.0,0,0,39.69,S
1148,3,D,male,35.0,0,0,7.13,S
1149,3,A,female,29.8811345124283,0,0,7.72,Q
1150,3,D,male,29.8811345124283,0,0,14.5,S
1151,3,D,female,29.8811345124283,0,0,14.5,S
1152,3,D,male,50.0,1,0,14.5,S
1153,3,D,female,47.0,1,0,14.5,S
1154,3,D,male,29.8811345124283,0,0,8.05,S
1155,3,D,male,29.8811345124283,0,0,7.78,S
1156,3,D,female,2.0,1,1,20.21,S
1157,3,D,male,18.0,1,1,20.21,S
1158,3,D,female,41.0,0,2,20.21,S
1159,3,A,female,29.8811345124283,0,0,8.05,S
1160,3,D,male,50.0,0,0,8.05,S
1161,3,D,male,16.0,0,0,8.05,S
1162,3,A,male,29.8811345124283,0,0,7.75,Q
1163,3,D,male,29.8811345124283,0,0,24.15,Q
1164,3,D,male,29.8811345124283,0,0,7.23,C
1165,3,D,male,25.0,0,0,7.23,C
1166,3,D,male,29.8811345124283,0,0,7.23,C
1167,3,D,male,29.8811345124283,0,0,7.73,Q
1168,3,D,male,29.8811345124283,0,0,7.58,S
1169,3,D,male,38.5,0,0,7.25,S
1170,3,D,male,29.8811345124283,8,2,69.55,S
1171,3,D,male,14.5,8,2,69.55,S
1172,3,D,female,29.8811345124283,8,2,69.55,S
1173,3,D,female,29.8811345124283,8,2,69.55,S
1174,3,D,female,29.8811345124283,8,2,69.55,S
1175,3,D,female,29.8811345124283,8,2,69.55,S
1176,3,D,male,29.8811345124283,8,2,69.55,S
1177,3,D,male,29.8811345124283,8,2,69.55,S
1178,3,D,male,29.8811345124283,8,2,69.55,S
1179,3,D,male,29.8811345124283,1,9,69.55,S
1180,3,D,female,29.8811345124283,1,9,69.55,S
1181,3,D,male,24.0,0,0,9.33,S
1182,3,A,female,21.0,0,0,7.65,S
1183,3,D,male,39.0,0,0,7.93,S
1184,3,D,male,29.8811345124283,2,0,21.68,C
1185,3,D,male,29.8811345124283,2,0,21.68,C
1186,3,D,male,29.8811345124283,2,0,21.68,C
1187,3,A,female,1.0,1,1,16.7,S
1188,3,A,female,24.0,0,2,16.7,S
1189,3,A,female,4.0,1,1,16.7,S
1190,3,A,male,25.0,0,0,9.5,S
1191,3,D,male,20.0,0,0,8.05,S
1192,3,D,male,24.5,0,0,8.05,S
1193,3,D,male,29.8811345124283,0,0,7.73,Q
1194,3,D,male,29.8811345124283,0,0,7.9,S
1195,3,D,male,29.8811345124283,0,0,7.75,Q
1196,3,A,male,29.0,0,0,9.5,S
1197,3,D,male,29.8811345124283,0,0,15.1,S
1198,3,A,female,29.8811345124283,0,0,7.78,Q
1199,3,D,male,29.8811345124283,0,0,8.05,S
1200,3,D,male,29.8811345124283,0,0,8.05,S
1201,3,D,male,22.0,0,0,7.23,C
1202,3,D,male,29.8811345124283,0,0,8.05,S
1203,3,D,male,40.0,0,0,7.9,S
1204,3,D,male,21.0,0,0,7.93,S
1205,3,A,female,18.0,0,0,7.5,S
1206,3,D,male,4.0,3,2,27.9,S
1207,3,D,male,10.0,3,2,27.9,S
1208,3,D,female,9.0,3,2,27.9,S
1209,3,D,female,2.0,3,2,27.9,S
